"Year","ConditionID","Validity","SelectionRatio","Turnover","FirePerc","Reliability","Mean","SD"
6,12,0.3,0.1,0.1,0.1,0.7,-0.00233282809818943,0.0975323144553468
7,12,0.3,0.1,0.1,0.1,0.7,0.000201454278190822,0.102541097389366
8,12,0.3,0.1,0.1,0.1,0.7,-0.00259915205822799,0.100899281599385
9,12,0.3,0.1,0.1,0.1,0.7,-0.00576660487444884,0.0935001611664349
10,12,0.3,0.1,0.1,0.1,0.7,-0.00360389603634572,0.0912479646387853
11,12,0.3,0.1,0.1,0.1,0.7,-0.00493576761665904,0.0876654340350736
12,12,0.3,0.1,0.1,0.1,0.7,-0.00584910175993349,0.0838074479097758
13,12,0.3,0.1,0.1,0.1,0.7,-0.01047234985897,0.0916629254066194
14,12,0.3,0.1,0.1,0.1,0.7,-0.00880861869938622,0.0965610028114702
15,12,0.3,0.1,0.1,0.1,0.7,-0.00648321786337957,0.0948872488693067
16,12,0.3,0.1,0.1,0.1,0.7,-0.00513542580317383,0.0900927059159036
17,12,0.3,0.1,0.1,0.1,0.7,-0.00309027990203718,0.088919758431889
18,12,0.3,0.1,0.1,0.1,0.7,0.00471207144476795,0.0829527667758992
19,12,0.3,0.1,0.1,0.1,0.7,0.00690318930056855,0.0855632710867366
20,12,0.3,0.1,0.1,0.1,0.7,0.0131887987709041,0.0908396866336174
21,12,0.3,0.1,0.1,0.1,0.7,0.00933020094880707,0.0930047950169023
22,12,0.3,0.1,0.1,0.1,0.7,0.0102895534967047,0.0983755906028009
23,12,0.3,0.1,0.1,0.1,0.7,0.00758910281472757,0.100813006305539
24,12,0.3,0.1,0.1,0.1,0.7,0.00577831698710823,0.110070958135248
25,12,0.3,0.1,0.1,0.1,0.7,0.00327467045831229,0.110322244991813
26,12,0.3,0.1,0.1,0.1,0.7,0.00208913397162745,0.109821511787842
27,12,0.3,0.1,0.1,0.1,0.7,-0.00655404164772949,0.108648739170726
28,12,0.3,0.1,0.1,0.1,0.7,-0.00238975770505743,0.105505543646946
29,12,0.3,0.1,0.1,0.1,0.7,-0.00546014882035329,0.0998541035156908
30,12,0.3,0.1,0.1,0.1,0.7,-0.00109151481591354,0.104625744776888
1,13,0.3,0.1,0.15,0.05,0.5,0.00226849622625917,0.102687819233923
2,13,0.3,0.1,0.15,0.05,0.5,-0.00084342641465229,0.103270534240177
3,13,0.3,0.1,0.15,0.05,0.5,-0.00410483576320628,0.0938625649506667
4,13,0.3,0.1,0.15,0.05,0.5,0.00174983882063774,0.096530757064576
5,13,0.3,0.1,0.15,0.05,0.5,0.0055580973987606,0.0955721659101568
6,13,0.3,0.1,0.15,0.05,0.5,0.00309992717395273,0.099068441142387
7,13,0.3,0.1,0.15,0.05,0.5,0.0045032960782331,0.111811499174083
8,13,0.3,0.1,0.15,0.05,0.5,-0.000620264755555916,0.111073923964476
9,13,0.3,0.1,0.15,0.05,0.5,-0.00121175849004676,0.110685376411066
10,13,0.3,0.1,0.15,0.05,0.5,0.00722994838175455,0.103469973689314
11,13,0.3,0.1,0.15,0.05,0.5,0.010366424424315,0.106495387795183
12,13,0.3,0.1,0.15,0.05,0.5,0.00532593709319968,0.101930015907749
13,13,0.3,0.1,0.15,0.05,0.5,0.0063187261586269,0.0997083903949379
14,13,0.3,0.1,0.15,0.05,0.5,0.0052686823317635,0.0887599550061327
15,13,0.3,0.1,0.15,0.05,0.5,0.00523721819361141,0.0969016382847178
16,13,0.3,0.1,0.15,0.05,0.5,0.00409918743990178,0.0983194996987178
17,13,0.3,0.1,0.15,0.05,0.5,0.0115924842829485,0.0972469152821757
18,13,0.3,0.1,0.15,0.05,0.5,0.00878038461353461,0.0981147223595133
19,13,0.3,0.1,0.15,0.05,0.5,0.0242820001238535,0.0973235635443232
20,13,0.3,0.1,0.15,0.05,0.5,0.0177286793595559,0.0989866056270759
21,13,0.3,0.1,0.15,0.05,0.5,0.0114087285035794,0.0912967118973644
22,13,0.3,0.1,0.15,0.05,0.5,0.00354422804785093,0.0907444798910002
23,13,0.3,0.1,0.15,0.05,0.5,0.0166256277168176,0.0989739788169308
24,13,0.3,0.1,0.15,0.05,0.5,0.0222272388215906,0.101892584186263
25,13,0.3,0.1,0.15,0.05,0.5,0.0220119856936403,0.106047726962654
26,13,0.3,0.1,0.15,0.05,0.5,0.0171814500554004,0.108984541062115
27,13,0.3,0.1,0.15,0.05,0.5,0.0140726001510532,0.100055718923329
28,13,0.3,0.1,0.15,0.05,0.5,0.0181410118849523,0.0931036609522683
29,13,0.3,0.1,0.15,0.05,0.5,0.0124674273909182,0.0916540129128159
30,13,0.3,0.1,0.15,0.05,0.5,0.00579376494170942,0.101914216286825
1,14,0.3,0.1,0.15,0.05,0.7,0.00473385530165821,0.0978545871053902
2,14,0.3,0.1,0.15,0.05,0.7,0.00465348100223874,0.0925708036908678
3,14,0.3,0.1,0.15,0.05,0.7,-0.00460458847477674,0.100312221955583
4,14,0.3,0.1,0.15,0.05,0.7,0.00083082494153348,0.0912443178824208
5,14,0.3,0.1,0.15,0.05,0.7,-0.00953506216878469,0.0915639777175331
6,14,0.3,0.1,0.15,0.05,0.7,-0.00279906584882088,0.0903205392646315
7,14,0.3,0.1,0.15,0.05,0.7,-0.00443187280125327,0.0925756841734644
8,14,0.3,0.1,0.15,0.05,0.7,-0.0080100077369425,0.103313478912891
9,14,0.3,0.1,0.15,0.05,0.7,-0.000725464911947377,0.105181797170611
10,14,0.3,0.1,0.15,0.05,0.7,0.000395231141119301,0.106012365799512
11,14,0.3,0.1,0.15,0.05,0.7,0.00198366224349721,0.103042378492182
12,14,0.3,0.1,0.15,0.05,0.7,0.00498583548367898,0.102731023264953
13,14,0.3,0.1,0.15,0.05,0.7,0.00399277454372695,0.103937244362415
14,14,0.3,0.1,0.15,0.05,0.7,0.0147905327154873,0.103996607606859
15,14,0.3,0.1,0.15,0.05,0.7,0.0174348182102508,0.104692199115865
16,14,0.3,0.1,0.15,0.05,0.7,0.00841275897191494,0.107293413556543
17,14,0.3,0.1,0.15,0.05,0.7,0.00650738896664195,0.113687939187807
18,14,0.3,0.1,0.15,0.05,0.7,-0.00285841546792343,0.111971988280981
19,14,0.3,0.1,0.15,0.05,0.7,-0.00206650567756947,0.107997890286779
20,14,0.3,0.1,0.15,0.05,0.7,0.00320876403369922,0.109372082333362
21,14,0.3,0.1,0.15,0.05,0.7,0.00142304736053749,0.103912920028538
22,14,0.3,0.1,0.15,0.05,0.7,0.00247362906902015,0.0998015557728251
23,14,0.3,0.1,0.15,0.05,0.7,0.00738471768937715,0.0990997798209679
24,14,0.3,0.1,0.15,0.05,0.7,0.00708226924877786,0.093432388275622
25,14,0.3,0.1,0.15,0.05,0.7,0.00279361772450518,0.0916953262774763
26,14,0.3,0.1,0.15,0.05,0.7,-0.00314966802196901,0.0888033505646862
27,14,0.3,0.1,0.15,0.05,0.7,0.00132943994005891,0.103156621804576
28,14,0.3,0.1,0.15,0.05,0.7,0.00230108022824985,0.105985327997711
29,14,0.3,0.1,0.15,0.05,0.7,-0.00496532785536069,0.103725547295276
30,14,0.3,0.1,0.15,0.05,0.7,-0.00593327581251377,0.106139309961627
1,15,0.3,0.1,0.15,0.1,0.5,-0.00842437657089744,0.106728147527985
2,15,0.3,0.1,0.15,0.1,0.5,0.00601478996880691,0.109470471275705
3,15,0.3,0.1,0.15,0.1,0.5,0.00112317190364373,0.10974151727014
4,15,0.3,0.1,0.15,0.1,0.5,-0.00100359350919266,0.116727253737111
5,15,0.3,0.1,0.15,0.1,0.5,0.0105660929211625,0.109164414754316
6,15,0.3,0.1,0.15,0.1,0.5,0.0148413486538744,0.114794322389618
7,15,0.3,0.1,0.15,0.1,0.5,0.0163190772308264,0.111376058522974
8,15,0.3,0.1,0.15,0.1,0.5,0.00707972173764016,0.101410926290515
9,15,0.3,0.1,0.15,0.1,0.5,0.00425339601816829,0.105611976528609
10,15,0.3,0.1,0.15,0.1,0.5,0.00391454545646041,0.100405337477994
11,15,0.3,0.1,0.15,0.1,0.5,-0.00121212687931326,0.0945135145350162
12,15,0.3,0.1,0.15,0.1,0.5,0.00579251082206586,0.0865330907997289
13,15,0.3,0.1,0.15,0.1,0.5,0.00523389860961988,0.0868952450209458
14,15,0.3,0.1,0.15,0.1,0.5,0.0148549128480712,0.0857543122574649
15,15,0.3,0.1,0.15,0.1,0.5,0.016744541449361,0.0866043402182506
16,15,0.3,0.1,0.15,0.1,0.5,0.0188437129657156,0.0945325087016098
17,15,0.3,0.1,0.15,0.1,0.5,0.0185055280794299,0.0937369126476895
18,15,0.3,0.1,0.15,0.1,0.5,0.010942457115799,0.0881828751099866
19,15,0.3,0.1,0.15,0.1,0.5,0.0112971702720877,0.0876490184018103
20,15,0.3,0.1,0.15,0.1,0.5,0.00891569822255464,0.0900479246953237
21,15,0.3,0.1,0.15,0.1,0.5,0.00971911622886155,0.0969887830740108
22,15,0.3,0.1,0.15,0.1,0.5,0.00103178653734007,0.0953621367678498
23,15,0.3,0.1,0.15,0.1,0.5,0.00465573072921315,0.0941823088228343
24,15,0.3,0.1,0.15,0.1,0.5,0.0123605569392876,0.0951211367089891
25,15,0.3,0.1,0.15,0.1,0.5,0.00130296383232276,0.0936555472899507
26,15,0.3,0.1,0.15,0.1,0.5,-0.00648467089498166,0.0910352145255
27,15,0.3,0.1,0.15,0.1,0.5,-0.01103804364244,0.0988575456690087
28,15,0.3,0.1,0.15,0.1,0.5,-0.00910416023576233,0.103219879987194
29,15,0.3,0.1,0.15,0.1,0.5,0.00247564411769386,0.0989211740501997
30,15,0.3,0.1,0.15,0.1,0.5,0.0043031602103151,0.0968094386575642
1,16,0.3,0.1,0.15,0.1,0.7,-0.0147039671940892,0.100917108888836
2,16,0.3,0.1,0.15,0.1,0.7,-0.00524096486168314,0.102923045296219
3,16,0.3,0.1,0.15,0.1,0.7,0.00250626640373323,0.098250891450173
4,16,0.3,0.1,0.15,0.1,0.7,0.00273292729779409,0.0956573625048327
5,16,0.3,0.1,0.15,0.1,0.7,0.00152582907106293,0.0930411576945843
6,16,0.3,0.1,0.15,0.1,0.7,0.00592789675625442,0.0925148076079899
7,16,0.3,0.1,0.15,0.1,0.7,0.0130003567075382,0.0918970574824326
8,16,0.3,0.1,0.15,0.1,0.7,0.010281956613862,0.0895302807933029
9,16,0.3,0.1,0.15,0.1,0.7,0.00325761525994191,0.0904131328401034
10,16,0.3,0.1,0.15,0.1,0.7,-0.00480672699771317,0.0853181333294061
11,16,0.3,0.1,0.15,0.1,0.7,-0.00476357755134781,0.088292340564874
12,16,0.3,0.1,0.15,0.1,0.7,0.00816127935953172,0.086691153874384
13,16,0.3,0.1,0.15,0.1,0.7,0.00873506853588781,0.0943317347166036
14,16,0.3,0.1,0.15,0.1,0.7,0.00785077228466087,0.0925596466931469
15,16,0.3,0.1,0.15,0.1,0.7,0.00634442128236345,0.0899665079019294
16,16,0.3,0.1,0.15,0.1,0.7,0.00177735465574517,0.0865525101963842
17,16,0.3,0.1,0.15,0.1,0.7,-0.000820578162123689,0.0924282387826613
18,16,0.3,0.1,0.15,0.1,0.7,-5.7058443020899e-06,0.0915886567914701
19,16,0.3,0.1,0.15,0.1,0.7,0.00259621080342511,0.0927400564178807
20,16,0.3,0.1,0.15,0.1,0.7,-0.0111088335368488,0.0998404747399874
21,16,0.3,0.1,0.15,0.1,0.7,-0.010241712484039,0.0957865752322495
22,16,0.3,0.1,0.15,0.1,0.7,-0.00330543886907989,0.100270631780874
23,16,0.3,0.1,0.15,0.1,0.7,0.00104736299901313,0.102195290381056
24,16,0.3,0.1,0.15,0.1,0.7,-0.000994232292446678,0.103623911334854
25,16,0.3,0.1,0.15,0.1,0.7,-0.012498257672661,0.109652782424759
26,16,0.3,0.1,0.15,0.1,0.7,-0.0133397821290608,0.108581442755626
27,16,0.3,0.1,0.15,0.1,0.7,-0.00520926054084857,0.0991061355653002
28,16,0.3,0.1,0.15,0.1,0.7,-0.00026786651665015,0.0968816166448543
29,16,0.3,0.1,0.15,0.1,0.7,-0.00458206917794679,0.0923833251750329
30,16,0.3,0.1,0.15,0.1,0.7,0.00147340083160686,0.0875163502426293
1,17,0.3,0.1,0.2,0.05,0.5,0.0120102717849772,0.0967718791937978
2,17,0.3,0.1,0.2,0.05,0.5,0.0101623165156144,0.0883036032760126
3,17,0.3,0.1,0.2,0.05,0.5,0.00815190516221015,0.0876974980870365
4,17,0.3,0.1,0.2,0.05,0.5,0.0160567423918421,0.0897446205241652
5,17,0.3,0.1,0.2,0.05,0.5,0.0106315709354499,0.0988912355207522
6,17,0.3,0.1,0.2,0.05,0.5,-0.00114023785348936,0.0999495413432469
7,17,0.3,0.1,0.2,0.05,0.5,0.00979191489178431,0.0984672968344021
8,17,0.3,0.1,0.2,0.05,0.5,0.0105543442528358,0.10841751511258
9,17,0.3,0.1,0.2,0.05,0.5,0.00380608993993664,0.112454245295502
10,17,0.3,0.1,0.2,0.05,0.5,0.0077537457235937,0.107265545251495
11,17,0.3,0.1,0.2,0.05,0.5,0.012670718152327,0.112710827107504
12,17,0.3,0.1,0.2,0.05,0.5,0.000522750277104093,0.110416132306267
13,17,0.3,0.1,0.2,0.05,0.5,-0.000153861808303409,0.112587158181885
14,17,0.3,0.1,0.2,0.05,0.5,0.00835576188621449,0.109463849000797
15,17,0.3,0.1,0.2,0.05,0.5,-0.00143662613295468,0.103150630026031
16,17,0.3,0.1,0.2,0.05,0.5,0.00240179873723087,0.0961619892159327
17,17,0.3,0.1,0.2,0.05,0.5,-0.00372326816708528,0.0949829147692877
18,17,0.3,0.1,0.2,0.05,0.5,-0.00659875865999163,0.0969865645646137
19,17,0.3,0.1,0.2,0.05,0.5,-0.00454616021765257,0.0994652489066999
20,17,0.3,0.1,0.2,0.05,0.5,-0.0079796338813993,0.105871403626103
21,17,0.3,0.1,0.2,0.05,0.5,-0.00452083186077552,0.0996046336396846
22,17,0.3,0.1,0.2,0.05,0.5,-0.00690557725317729,0.0954939026397461
23,17,0.3,0.1,0.2,0.05,0.5,0.00789732248013087,0.106099694985972
24,17,0.3,0.1,0.2,0.05,0.5,-0.00499915209415189,0.0953630955198697
25,17,0.3,0.1,0.2,0.05,0.5,-0.0146459202662627,0.097215680000605
26,17,0.3,0.1,0.2,0.05,0.5,-0.00825114221636275,0.100827113476156
27,17,0.3,0.1,0.2,0.05,0.5,-0.000834188659719361,0.100749036502156
28,17,0.3,0.1,0.2,0.05,0.5,-0.0006080842034888,0.0995714342680409
29,17,0.3,0.1,0.2,0.05,0.5,0.00100528806717335,0.113214215713745
30,17,0.3,0.1,0.2,0.05,0.5,0.0132325306513457,0.11099134095814
1,18,0.3,0.1,0.2,0.05,0.7,0.018847679587727,0.103899691258993
2,18,0.3,0.1,0.2,0.05,0.7,0.0215309063430969,0.0952163390398902
3,18,0.3,0.1,0.2,0.05,0.7,0.00876751938940152,0.0956471037855621
4,18,0.3,0.1,0.2,0.05,0.7,0.00488047629142661,0.101962115822483
5,18,0.3,0.1,0.2,0.05,0.7,0.00699775425310736,0.106900168809641
6,18,0.3,0.1,0.2,0.05,0.7,0.00537093880360019,0.097629078220964
7,18,0.3,0.1,0.2,0.05,0.7,0.00175859217937187,0.108683082706572
8,18,0.3,0.1,0.2,0.05,0.7,-0.00149320052185465,0.100678818576306
9,18,0.3,0.1,0.2,0.05,0.7,-0.00315604501383557,0.111484844706002
10,18,0.3,0.1,0.2,0.05,0.7,-0.000118364005024639,0.108431807050437
11,18,0.3,0.1,0.2,0.05,0.7,-0.00331888844016303,0.105893259575149
12,18,0.3,0.1,0.2,0.05,0.7,-0.001176310133088,0.102386868494495
13,18,0.3,0.1,0.2,0.05,0.7,-0.0102312832512012,0.102818888221815
14,18,0.3,0.1,0.2,0.05,0.7,-0.00839997683586981,0.10535163996395
15,18,0.3,0.1,0.2,0.05,0.7,-0.00444307188242736,0.104325636448772
16,18,0.3,0.1,0.2,0.05,0.7,-0.00173663621628842,0.101436508120535
17,18,0.3,0.1,0.2,0.05,0.7,0.0054060452410722,0.107821926595729
18,18,0.3,0.1,0.2,0.05,0.7,-0.0020808763034684,0.108017690644984
19,18,0.3,0.1,0.2,0.05,0.7,0.00416346189009357,0.0991818474492049
20,18,0.3,0.1,0.2,0.05,0.7,-0.00287146090033996,0.103752051146726
21,18,0.3,0.1,0.2,0.05,0.7,-0.00260915066787877,0.105453150047406
22,18,0.3,0.1,0.2,0.05,0.7,0.00143842271052487,0.0985802162451306
23,18,0.3,0.1,0.2,0.05,0.7,0.0013689048102093,0.104091889525753
24,18,0.3,0.1,0.2,0.05,0.7,0.0013746886734893,0.099334940365026
25,18,0.3,0.1,0.2,0.05,0.7,0.00993693884266556,0.0953111750749583
26,18,0.3,0.1,0.2,0.05,0.7,0.00766660772395937,0.0962124013448896
27,18,0.3,0.1,0.2,0.05,0.7,0.0120098443660542,0.0975828706084111
28,18,0.3,0.1,0.2,0.05,0.7,0.0112294674718688,0.0934681866330966
29,18,0.3,0.1,0.2,0.05,0.7,0.00662716447306861,0.0943010339993393
30,18,0.3,0.1,0.2,0.05,0.7,0.00426025448694761,0.100726029765295
1,19,0.3,0.1,0.2,0.1,0.5,0.00479309487162316,0.0902002079852738
2,19,0.3,0.1,0.2,0.1,0.5,0.000940017040086478,0.101077030717848
3,19,0.3,0.1,0.2,0.1,0.5,-0.000773166747406375,0.0978074459501446
4,19,0.3,0.1,0.2,0.1,0.5,-0.0159122241882033,0.0922549106443533
5,19,0.3,0.1,0.2,0.1,0.5,0.000878630961468052,0.103516344866484
6,19,0.3,0.1,0.2,0.1,0.5,-0.00738182526892135,0.10318493502991
7,19,0.3,0.1,0.2,0.1,0.5,-0.0045417364103328,0.108654068256189
8,19,0.3,0.1,0.2,0.1,0.5,-0.0209385427502962,0.103869303728721
9,19,0.3,0.1,0.2,0.1,0.5,-0.0203776068762209,0.100598994483566
10,19,0.3,0.1,0.2,0.1,0.5,-0.0134895684808383,0.091088919175949
11,19,0.3,0.1,0.2,0.1,0.5,-0.011996901106142,0.0935885942619966
12,19,0.3,0.1,0.2,0.1,0.5,-0.0183042959892154,0.101831633745027
13,19,0.3,0.1,0.2,0.1,0.5,-0.015468605782239,0.102241440281683
14,19,0.3,0.1,0.2,0.1,0.5,-0.00532324682896757,0.0978484839766755
15,19,0.3,0.1,0.2,0.1,0.5,-0.00979910504210056,0.0949482175619145
16,19,0.3,0.1,0.2,0.1,0.5,-0.0197970444873937,0.1034628764962
17,19,0.3,0.1,0.2,0.1,0.5,-0.0145355286436938,0.103704894540154
18,19,0.3,0.1,0.2,0.1,0.5,-0.0178839145801153,0.108558711463195
19,19,0.3,0.1,0.2,0.1,0.5,-0.00818041397709318,0.104128912166968
20,19,0.3,0.1,0.2,0.1,0.5,-0.00943455824385674,0.10024526052716
21,19,0.3,0.1,0.2,0.1,0.5,-0.0109336079225979,0.0933769984304111
22,19,0.3,0.1,0.2,0.1,0.5,0.00307330385574508,0.0948571831418401
23,19,0.3,0.1,0.2,0.1,0.5,0.00100787303912753,0.0985208111279705
24,19,0.3,0.1,0.2,0.1,0.5,0.000516424889622657,0.0947747906365834
25,19,0.3,0.1,0.2,0.1,0.5,-0.000175621539595427,0.0978153436020788
26,19,0.3,0.1,0.2,0.1,0.5,0.000298728851545749,0.0989222350595829
27,19,0.3,0.1,0.2,0.1,0.5,-0.00233012621617314,0.0963149374784969
28,19,0.3,0.1,0.2,0.1,0.5,-0.00819268752112453,0.0916848365748734
29,19,0.3,0.1,0.2,0.1,0.5,-0.0113326529628306,0.0986944272856788
30,19,0.3,0.1,0.2,0.1,0.5,-0.012929665417346,0.104119471463995
1,20,0.3,0.1,0.2,0.1,0.7,-0.0142711623267773,0.107989297543089
2,20,0.3,0.1,0.2,0.1,0.7,0.00413778636406912,0.103358055243243
3,20,0.3,0.1,0.2,0.1,0.7,-0.000235000156879679,0.0969993114098742
4,20,0.3,0.1,0.2,0.1,0.7,-0.00254437635792571,0.104981591837596
5,20,0.3,0.1,0.2,0.1,0.7,-0.000494367628160356,0.106951104613785
6,20,0.3,0.1,0.2,0.1,0.7,0.0114238390100273,0.104505577182954
7,20,0.3,0.1,0.2,0.1,0.7,-0.00517695780861123,0.108472479792723
8,20,0.3,0.1,0.2,0.1,0.7,-0.00105054132348453,0.11113696348126
9,20,0.3,0.1,0.2,0.1,0.7,0.002646467937057,0.106707389682923
10,20,0.3,0.1,0.2,0.1,0.7,0.00491041634742153,0.0986518388573368
11,20,0.3,0.1,0.2,0.1,0.7,0.00332613489347112,0.103295623484349
12,20,0.3,0.1,0.2,0.1,0.7,-0.00290237112165028,0.0958929241274531
13,20,0.3,0.1,0.2,0.1,0.7,-0.00159668263736075,0.102460331850311
14,20,0.3,0.1,0.2,0.1,0.7,0.000555897472686025,0.100257866855812
15,20,0.3,0.1,0.2,0.1,0.7,-0.00149034065308903,0.0940046605585846
16,20,0.3,0.1,0.2,0.1,0.7,0.00146120757074895,0.0986436648715906
17,20,0.3,0.1,0.2,0.1,0.7,-0.00921498172217809,0.0964877397974432
18,20,0.3,0.1,0.2,0.1,0.7,-0.00224673630350337,0.100663018464181
19,20,0.3,0.1,0.2,0.1,0.7,-0.00264647524063514,0.100495397796311
20,20,0.3,0.1,0.2,0.1,0.7,-0.00617509217498077,0.100703193597772
21,20,0.3,0.1,0.2,0.1,0.7,-0.00644427883360387,0.102398933727683
22,20,0.3,0.1,0.2,0.1,0.7,-0.010993786498371,0.0989328223219651
23,20,0.3,0.1,0.2,0.1,0.7,-0.0158936798680371,0.103362033868445
24,20,0.3,0.1,0.2,0.1,0.7,-0.0145050236677535,0.105155561102867
25,20,0.3,0.1,0.2,0.1,0.7,-0.0092314649304407,0.105019283910797
26,20,0.3,0.1,0.2,0.1,0.7,-0.00964592460843852,0.0991441960566031
27,20,0.3,0.1,0.2,0.1,0.7,-0.0128618565364512,0.10057956035276
28,20,0.3,0.1,0.2,0.1,0.7,-0.0129080616780411,0.104270678775191
29,20,0.3,0.1,0.2,0.1,0.7,0.00329135118539258,0.0987409798656924
30,20,0.3,0.1,0.2,0.1,0.7,0.00172722201517397,0.0980712677673221
1,21,0.3,0.33,0,0.05,0.5,0.00509806250407341,0.108466329983041
2,21,0.3,0.33,0,0.05,0.5,0.00509806250407341,0.108466329983041
3,21,0.3,0.33,0,0.05,0.5,0.00509806250407341,0.108466329983041
4,21,0.3,0.33,0,0.05,0.5,0.00509806250407341,0.108466329983041
5,21,0.3,0.33,0,0.05,0.5,0.00509806250407341,0.108466329983041
6,21,0.3,0.33,0,0.05,0.5,0.00509806250407341,0.108466329983041
7,21,0.3,0.33,0,0.05,0.5,0.00509806250407341,0.108466329983041
8,21,0.3,0.33,0,0.05,0.5,0.00509806250407341,0.108466329983041
9,21,0.3,0.33,0,0.05,0.5,0.00509806250407341,0.108466329983041
10,21,0.3,0.33,0,0.05,0.5,0.00509806250407341,0.108466329983041
11,21,0.3,0.33,0,0.05,0.5,0.00509806250407341,0.108466329983041
12,21,0.3,0.33,0,0.05,0.5,0.00509806250407341,0.108466329983041
13,21,0.3,0.33,0,0.05,0.5,0.00509806250407341,0.108466329983041
14,21,0.3,0.33,0,0.05,0.5,0.00509806250407341,0.108466329983041
15,21,0.3,0.33,0,0.05,0.5,0.00509806250407341,0.108466329983041
16,21,0.3,0.33,0,0.05,0.5,0.00509806250407341,0.108466329983041
17,21,0.3,0.33,0,0.05,0.5,0.00509806250407341,0.108466329983041
18,21,0.3,0.33,0,0.05,0.5,0.00509806250407341,0.108466329983041
19,21,0.3,0.33,0,0.05,0.5,0.00509806250407341,0.108466329983041
20,21,0.3,0.33,0,0.05,0.5,0.00509806250407341,0.108466329983041
21,21,0.3,0.33,0,0.05,0.5,0.00509806250407341,0.108466329983041
22,21,0.3,0.33,0,0.05,0.5,0.00509806250407341,0.108466329983041
23,21,0.3,0.33,0,0.05,0.5,0.00509806250407341,0.108466329983041
24,21,0.3,0.33,0,0.05,0.5,0.00509806250407341,0.108466329983041
25,21,0.3,0.33,0,0.05,0.5,0.00509806250407341,0.108466329983041
26,21,0.3,0.33,0,0.05,0.5,0.00509806250407341,0.108466329983041
27,21,0.3,0.33,0,0.05,0.5,0.00509806250407341,0.108466329983041
28,21,0.3,0.33,0,0.05,0.5,0.00509806250407341,0.108466329983041
29,21,0.3,0.33,0,0.05,0.5,0.00509806250407341,0.108466329983041
30,21,0.3,0.33,0,0.05,0.5,0.00509806250407341,0.108466329983041
1,22,0.3,0.33,0,0.05,0.7,-0.0102390387510942,0.102592315745811
2,22,0.3,0.33,0,0.05,0.7,-0.0102390387510942,0.102592315745811
3,22,0.3,0.33,0,0.05,0.7,-0.0102390387510942,0.102592315745811
4,22,0.3,0.33,0,0.05,0.7,-0.0102390387510942,0.102592315745811
5,22,0.3,0.33,0,0.05,0.7,-0.0102390387510942,0.102592315745811
6,22,0.3,0.33,0,0.05,0.7,-0.0102390387510942,0.102592315745811
7,22,0.3,0.33,0,0.05,0.7,-0.0102390387510942,0.102592315745811
8,22,0.3,0.33,0,0.05,0.7,-0.0102390387510942,0.102592315745811
9,22,0.3,0.33,0,0.05,0.7,-0.0102390387510942,0.102592315745811
10,22,0.3,0.33,0,0.05,0.7,-0.0102390387510942,0.102592315745811
11,22,0.3,0.33,0,0.05,0.7,-0.0102390387510942,0.102592315745811
12,22,0.3,0.33,0,0.05,0.7,-0.0102390387510942,0.102592315745811
13,22,0.3,0.33,0,0.05,0.7,-0.0102390387510942,0.102592315745811
14,22,0.3,0.33,0,0.05,0.7,-0.0102390387510942,0.102592315745811
15,22,0.3,0.33,0,0.05,0.7,-0.0102390387510942,0.102592315745811
16,22,0.3,0.33,0,0.05,0.7,-0.0102390387510942,0.102592315745811
17,22,0.3,0.33,0,0.05,0.7,-0.0102390387510942,0.102592315745811
18,22,0.3,0.33,0,0.05,0.7,-0.0102390387510942,0.102592315745811
19,22,0.3,0.33,0,0.05,0.7,-0.0102390387510942,0.102592315745811
20,22,0.3,0.33,0,0.05,0.7,-0.0102390387510942,0.102592315745811
21,22,0.3,0.33,0,0.05,0.7,-0.0102390387510942,0.102592315745811
22,22,0.3,0.33,0,0.05,0.7,-0.0102390387510942,0.102592315745811
23,22,0.3,0.33,0,0.05,0.7,-0.0102390387510942,0.102592315745811
24,22,0.3,0.33,0,0.05,0.7,-0.0102390387510942,0.102592315745811
25,22,0.3,0.33,0,0.05,0.7,-0.0102390387510942,0.102592315745811
26,22,0.3,0.33,0,0.05,0.7,-0.0102390387510942,0.102592315745811
27,22,0.3,0.33,0,0.05,0.7,-0.0102390387510942,0.102592315745811
28,22,0.3,0.33,0,0.05,0.7,-0.0102390387510942,0.102592315745811
29,22,0.3,0.33,0,0.05,0.7,-0.0102390387510942,0.102592315745811
30,22,0.3,0.33,0,0.05,0.7,-0.0102390387510942,0.102592315745811
1,23,0.3,0.33,0,0.1,0.5,0.000645180201149541,0.101064818899784
2,23,0.3,0.33,0,0.1,0.5,0.000645180201149541,0.101064818899784
3,23,0.3,0.33,0,0.1,0.5,0.000645180201149541,0.101064818899784
4,23,0.3,0.33,0,0.1,0.5,0.000645180201149541,0.101064818899784
5,23,0.3,0.33,0,0.1,0.5,0.000645180201149541,0.101064818899784
6,23,0.3,0.33,0,0.1,0.5,0.000645180201149541,0.101064818899784
7,23,0.3,0.33,0,0.1,0.5,0.000645180201149541,0.101064818899784
8,23,0.3,0.33,0,0.1,0.5,0.000645180201149541,0.101064818899784
9,23,0.3,0.33,0,0.1,0.5,0.000645180201149541,0.101064818899784
10,23,0.3,0.33,0,0.1,0.5,0.000645180201149541,0.101064818899784
11,23,0.3,0.33,0,0.1,0.5,0.000645180201149541,0.101064818899784
12,23,0.3,0.33,0,0.1,0.5,0.000645180201149541,0.101064818899784
